Company,Job Role,Skills Needed
Workday,Network Engineer,"Machine Learning, GCP, Ethical Hacking, HTML, Risk Analysis, Web3, Testing, SEM"
Airbnb,Data Scientist,"GCP, CI/CD, C++, Linux, Tableau, Python, Automation, Testing, Java, Digital Marketing"
McKinsey,Network Engineer,"SQL, Cybersecurity, CI/CD, Kubernetes, UI Design, Ethical Hacking, Java, Microservices, Linux, Risk Analysis"
Oracle,UI/UX Designer,"Testing, UI Design, Linux, Node.js, React, Risk Analysis, Project Management, AWS, Financial Modeling, Figma"
Adobe,Customer Success Manager,"Network Security, Node.js, Angular, UI Design, Linux, CI/CD"
SAP,Supply Chain Analyst,"CSS, Node.js, UI Design, AWS, React, Java, Network Security, Solidity, Angular, Python"
Qualcomm,Cybersecurity Analyst,"Tableau, Blockchain, Data Visualization, Testing, UX Research, Scrum"
Razorpay,Financial Analyst,"Selenium, Financial Modeling, Agile, Project Management, AWS, Java"
Morgan Stanley,Systems Analyst,"Web3, R, Excel, Tableau, System Design, Docker"
Airbnb,Risk Analyst,"UX Research, SQL, Financial Modeling, Data Visualization, NLP, Testing, Azure, Agile, Kubernetes, Digital Marketing"
ASML,Mobile App Developer,"AWS, C++, React, UI Design, Automation, Ethical Hacking, Network Security, Java, Deep Learning, Excel"
Databricks,Operations Manager,"Angular, Digital Marketing, SEM, NLP, UX Research, UI Design, Machine Learning, Tableau, CSS, React"
BlackRock,UI/UX Designer,"Python, Docker, Microservices, System Design, Project Management, SEM, SQL, Machine Learning, Power BI"
Bain & Company,Quantitative Analyst,"CSS, C++, Digital Marketing, Testing, Agile, Cybersecurity, UI Design, Deep Learning, NLP"
Honeywell,Customer Success Manager,"Java, Agile, Scrum, C++, Machine Learning, Web3, Microservices, Selenium, Financial Modeling"
Airbnb,Product Manager,"Testing, Docker, Python, System Design, Scrum, Solidity, Machine Learning, Angular, SEM"
Goldman Sachs,AR/VR Developer,"UX Research, Java, Scrum, Machine Learning, Deep Learning, NLP, Figma, Azure"
Honeywell,Machine Learning Engineer,"UX Research, Figma, Tableau, Excel, System Design, Blockchain"
Databricks,HR Analytics Specialist,"Docker, Financial Modeling, Ethical Hacking, CSS, Java, Project Management, UI Design, SQL, Testing, C++"
Workday,Network Engineer,"Web3, Python, Linux, GCP, Agile, NLP, Selenium, AWS, Tableau"
Uber,Cloud Solutions Architect,"Angular, Node.js, Data Visualization, System Design, Tableau, R"
KPMG,Database Administrator,"CI/CD, Scrum, Tableau, GCP, Selenium, R, NLP, Risk Analysis, Python"
3M,Mobile App Developer,"Python, Power BI, NLP, Network Security, C++"
Databricks,Data Scientist,"SEM, Node.js, Docker, Microservices, Power BI"
Oracle,Site Reliability Engineer,"Selenium, Python, Blockchain, SQL, Linux, Network Security, Automation, CSS, SEO"
AMD,Site Reliability Engineer,"Linux, Network Security, Ethical Hacking, HTML, R, NLP, Project Management, System Design, SEO"
ServiceNow,Quantitative Analyst,"C++, Project Management, Linux, R, NLP, Scrum, Selenium, Power BI, SEO, GCP"
Barclays,Robotics Engineer,"Kubernetes, CSS, Scrum, Ethical Hacking, Data Visualization, Solidity, CI/CD, R, Excel, Automation"
Tesla,Network Engineer,"Machine Learning, Deep Learning, SEM, Azure, Project Management, NLP, React"
PwC,Growth Hacker,"Ethical Hacking, Azure, SQL, Microservices, Scrum"
Qualcomm,AI Research Scientist,"Docker, Blockchain, Node.js, Deep Learning, Java, Kubernetes, Tableau, Solidity"
ByteDance,DevOps Engineer,"Machine Learning, Blockchain, Agile, React, Power BI, Web3, R"
Uber,Robotics Engineer,"Linux, Excel, React, Azure, HTML, Automation, Python, Selenium"
Snowflake,Technical Program Manager,"Cybersecurity, Project Management, Microservices, Testing, Tableau, SQL, Agile, NLP, System Design, R"
PayPal,AR/VR Developer,"Blockchain, Deep Learning, SEO, Excel, GCP, System Design, AWS, Project Management"
Swiggy,Cloud Solutions Architect,"Machine Learning, AWS, Microservices, Deep Learning, Python"
Barclays,UI/UX Designer,"Tableau, Microservices, Solidity, Data Visualization, System Design, CI/CD, R, Automation"
EY,Systems Analyst,"SQL, Python, Project Management, CI/CD, Microservices, Azure, GCP, Blockchain, Automation, React"
Adobe,Embedded Systems Engineer,"Blockchain, Azure, Financial Modeling, Docker, Angular, System Design, Solidity, Excel"
ServiceNow,Cloud Solutions Architect,"Excel, Project Management, Power BI, AWS, GCP, Cybersecurity, R"
AMD,Financial Analyst,"CSS, Network Security, Azure, Python, Figma, Selenium, Java, Agile, SQL, SEM"
BCG,Technical Program Manager,"React, AWS, CI/CD, Ethical Hacking, Network Security, CSS, Kubernetes, UI Design"
Twilio,AR/VR Developer,"HTML, Angular, Cybersecurity, Project Management, System Design, SQL, Figma, AWS, Financial Modeling"
Snowflake,Robotics Engineer,"SEM, UI Design, Angular, CI/CD, Network Security, Deep Learning, Machine Learning, Web3"
ByteDance,Cloud Solutions Architect,"Digital Marketing, Linux, GCP, Kubernetes, Java, R, Solidity"
ServiceNow,Machine Learning Engineer,"Angular, Machine Learning, Excel, Project Management, NLP"
Workday,Customer Success Manager,"Excel, SQL, Blockchain, Ethical Hacking, Solidity, UI Design, Power BI"
Atlassian,Mobile App Developer,"AWS, Digital Marketing, UX Research, Kubernetes, SQL"
JP Morgan Chase,Risk Analyst,"Web3, Deep Learning, AWS, UI Design, Machine Learning, Power BI, Angular, Node.js, Network Security"
PayPal,Embedded Systems Engineer,"Automation, SQL, NLP, Data Visualization, Financial Modeling, React, AWS, System Design"
Swiggy,Database Administrator,"Scrum, Data Visualization, Machine Learning, SEM, Java, Angular, Excel, Financial Modeling"
Adobe,AI Research Scientist,"AWS, Linux, C++, Node.js, NLP, Kubernetes, Python, Tableau, Agile"
KPMG,Digital Marketing Manager,"Ethical Hacking, Project Management, NLP, React, Tableau, Machine Learning, HTML, Deep Learning, Excel"
PayPal,Digital Marketing Manager,"Blockchain, Python, Agile, Excel, CSS, Scrum, Deep Learning"
JP Morgan Chase,Cybersecurity Analyst,"Risk Analysis, Project Management, Excel, Blockchain, Cybersecurity"
Palantir,Growth Hacker,"Figma, Testing, Automation, CSS, Python, React, NLP"
McKinsey,Database Administrator,"Angular, HTML, Linux, System Design, Scrum, UX Research, Automation"
Palantir,Data Scientist,"UX Research, SQL, CI/CD, Blockchain, Java, Data Visualization, Docker, Angular, Project Management, System Design"
SpaceX,QA Automation Engineer,"Risk Analysis, Python, SEM, Machine Learning, Web3, R, Automation, HTML"
Qualcomm,HR Analytics Specialist,"Microservices, UX Research, System Design, Kubernetes, NLP, R"
EY,Technical Program Manager,"UX Research, Angular, Python, Blockchain, UI Design, Docker, Linux, Digital Marketing"
Morgan Stanley,Technical Program Manager,"Tableau, R, SQL, NLP, SEO, SEM, Linux"
Uber,Product Manager,"Linux, UI Design, Project Management, Node.js, Python"
LG Electronics,Risk Analyst,"SEO, Kubernetes, NLP, R, Network Security, Figma, CI/CD"
Bosch,UI/UX Designer,"CSS, Linux, Digital Marketing, Tableau, Deep Learning, Network Security, Azure, UI Design, Project Management, Web3"
SAP,Financial Analyst,"SEO, Ethical Hacking, SEM, Machine Learning, Automation, Microservices, AWS"
3M,Risk Analyst,"Testing, Project Management, UI Design, Risk Analysis, Selenium, Machine Learning, React"
Siemens,Site Reliability Engineer,"Tableau, CSS, Figma, Python, Solidity, React, Ethical Hacking"
Workday,Game Developer,"Angular, Tableau, SEO, Network Security, C++"
3M,Machine Learning Engineer,"Angular, Ethical Hacking, Project Management, Web3, Docker, Risk Analysis, Testing, CSS, Figma"
Qualcomm,Cybersecurity Analyst,"UX Research, React, System Design, Tableau, Scrum"
Flipkart,Game Developer,"CSS, Digital Marketing, System Design, Network Security, Tableau, Testing, UI Design, Web3"
Tesla,Business Intelligence Analyst,"HTML, Data Visualization, System Design, R, Figma, NLP, UX Research, Python, Docker"
EY,Risk Analyst,"Tableau, Linux, Automation, Financial Modeling, CSS"
PayPal,Mobile App Developer,"NLP, AWS, CI/CD, Excel, Angular, UI Design, System Design, Testing"
PayPal,Embedded Systems Engineer,"System Design, Tableau, SEO, Blockchain, NLP"
Snowflake,Growth Hacker,"SEM, Excel, Microservices, CSS, Web3, Solidity, System Design, Tableau"
Qualcomm,Cybersecurity Analyst,"Angular, Azure, Cybersecurity, Automation, Node.js, Risk Analysis, AWS, React, Machine Learning"
Goldman Sachs,Full Stack Developer,"Linux, UI Design, Financial Modeling, SEM, Selenium, Digital Marketing, HTML, Solidity, Deep Learning"
ByteDance,Operations Manager,"SEM, Machine Learning, R, CI/CD, Docker, AWS, System Design, Figma, Cybersecurity, UX Research"
Oracle,HR Analytics Specialist,"Web3, React, Network Security, Figma, UI Design, Solidity, Deep Learning"
NVIDIA,Technical Program Manager,"GCP, Excel, Kubernetes, Angular, Selenium, AWS, Project Management, SEM"
Adobe,DevOps Engineer,"Java, Ethical Hacking, Tableau, Network Security, Financial Modeling"
JP Morgan Chase,Embedded Systems Engineer,"AWS, Ethical Hacking, Web3, Angular, SEM, NLP, HTML"
Uber,Mobile App Developer,"Kubernetes, System Design, Data Visualization, Angular, Agile"
AMD,Cloud Solutions Architect,"CSS, Figma, Tableau, GCP, Excel, Selenium, Network Security"
Zomato,Full Stack Developer,"Angular, Figma, Microservices, Financial Modeling, Java"
JP Morgan Chase,QA Automation Engineer,"Automation, Azure, Project Management, Power BI, Figma, Scrum"
BCG,Full Stack Developer,"Azure, Excel, Testing, Selenium, Risk Analysis, Java, UX Research, C++, Figma"
Oracle,Customer Success Manager,"CSS, Risk Analysis, Digital Marketing, Cybersecurity, Linux, UI Design"
ServiceNow,Financial Analyst,"GCP, System Design, HTML, CI/CD, R"
Atlassian,Digital Marketing Manager,"HTML, System Design, UX Research, GCP, Linux, R, Web3, Excel, Blockchain"
Atlassian,Digital Marketing Manager,"SQL, Testing, HTML, UX Research, Agile"
PwC,Mobile App Developer,"Python, Angular, SEO, Testing, GCP"
Twilio,Product Manager,"UI Design, UX Research, Power BI, Selenium, SQL, Deep Learning, Cybersecurity"
Atlassian,Product Manager,"Tableau, Project Management, Machine Learning, Web3, UI Design, SEO, Java, Selenium, C++, Excel"
ServiceNow,Robotics Engineer,"Machine Learning, Project Management, SQL, Web3, Linux, Cybersecurity"
Morgan Stanley,AI Research Scientist,"Excel, Angular, CI/CD, Kubernetes, Network Security, Automation, GCP, UI Design, Power BI"
Bain & Company,Technical Program Manager,"UX Research, Microservices, Network Security, Deep Learning, Risk Analysis, Excel, Azure"
Tesla,Product Manager,"Scrum, Docker, System Design, HTML, Azure, AWS, UI Design, Tableau, Figma, Ethical Hacking"
3M,Game Developer,"R, Blockchain, Tableau, Digital Marketing, Scrum"
ServiceNow,Data Scientist,"NLP, Risk Analysis, Linux, Project Management, GCP, UI Design, Docker, Excel, SEO"
Morgan Stanley,Cloud Solutions Architect,"Network Security, Deep Learning, AWS, System Design, NLP, Risk Analysis, Figma, SEO, R, CSS"
Tesla,HR Analytics Specialist,"Web3, Python, Project Management, C++, CI/CD, Network Security, System Design, UX Research"
Siemens,Financial Analyst,"CI/CD, Ethical Hacking, Node.js, Data Visualization, Blockchain, GCP, AWS, Tableau, CSS, SEO"
Razorpay,Supply Chain Analyst,"Web3, C++, Project Management, Selenium, Linux, SEO"
Qualcomm,QA Automation Engineer,"Python, Azure, Ethical Hacking, Microservices, UI Design, Digital Marketing, React, HTML, Kubernetes"
Intel,DevOps Engineer,"Scrum, NLP, R, Power BI, UX Research, Automation, Tableau, Data Visualization, Risk Analysis"
Palantir,Growth Hacker,"Deep Learning, SQL, C++, Risk Analysis, Project Management, NLP, CI/CD, Kubernetes, CSS"
Goldman Sachs,Business Intelligence Analyst,"AWS, HTML, Linux, UI Design, Digital Marketing, Risk Analysis, Cybersecurity, Scrum, NLP, Tableau"
Flipkart,Data Scientist,"UI Design, Power BI, Agile, GCP, AWS, SQL, Solidity, Web3"
ServiceNow,Site Reliability Engineer,"Deep Learning, Cybersecurity, Power BI, Network Security, Figma, Docker, Agile"
Samsung Electronics,Robotics Engineer,"React, SEO, Tableau, GCP, NLP, Web3, Agile, UX Research, SEM, Python"
BCG,AR/VR Developer,"Node.js, Power BI, Solidity, AWS, System Design, UI Design, Agile, Network Security, Selenium, Blockchain"
AMD,Site Reliability Engineer,"Docker, C++, Angular, Digital Marketing, Data Visualization, Web3, Scrum"
PayPal,Data Scientist,"GCP, Selenium, Blockchain, UI Design, R, React"
Twilio,Cybersecurity Analyst,"Ethical Hacking, Machine Learning, Deep Learning, Project Management, Tableau"
PwC,AR/VR Developer,"Agile, Tableau, Project Management, Blockchain, Data Visualization, Automation, SEO"
LG Electronics,Mobile App Developer,"Ethical Hacking, CSS, Machine Learning, Network Security, Java, AWS, Financial Modeling, Figma"
Salesforce,Risk Analyst,"Solidity, CSS, Financial Modeling, Network Security, Angular, Excel, Docker, System Design, Linux"
Shopify,QA Automation Engineer,"Docker, Deep Learning, Testing, Automation, Risk Analysis"
Twilio,Digital Marketing Manager,"Web3, Figma, Docker, Network Security, Financial Modeling, Java, Azure, SEO, Linux"
Swiggy,Robotics Engineer,"Digital Marketing, Solidity, R, AWS, Blockchain, Data Visualization, NLP, Figma"
LG Electronics,Embedded Systems Engineer,"C++, Project Management, UX Research, SQL, Agile, UI Design, Solidity, Azure, Excel"
Palantir,Operations Manager,"Project Management, Microservices, Scrum, Kubernetes, Financial Modeling, SEO, Node.js"
Atlassian,Network Engineer,"Digital Marketing, Microservices, Ethical Hacking, Machine Learning, Solidity, Web3"
Twilio,Machine Learning Engineer,"Azure, Data Visualization, Automation, React, GCP, Ethical Hacking, UI Design, Figma, Power BI"
Twilio,QA Automation Engineer,"Angular, Scrum, Power BI, Machine Learning, R, Java, Automation, React, Project Management, Agile"
JP Morgan Chase,Business Intelligence Analyst,"Testing, Microservices, UX Research, Digital Marketing, Automation"
Intel,Network Engineer,"Risk Analysis, Cybersecurity, CI/CD, Financial Modeling, SQL"
Oracle,Game Developer,"SQL, Figma, Deep Learning, AWS, Automation, Java, SEO, Data Visualization"
Bosch,Business Intelligence Analyst,"Java, C++, Azure, SQL, React, NLP, Risk Analysis, Tableau"
Intel,Cloud Solutions Architect,"Linux, NLP, CI/CD, Cybersecurity, Excel, Web3, React, Testing, UI Design, Risk Analysis"
SpaceX,Database Administrator,"Testing, Deep Learning, Microservices, Node.js, Solidity, Project Management, Automation, Scrum"
Uber,Data Scientist,"Excel, Python, Automation, CSS, Tableau"
Qualcomm,Digital Marketing Manager,"Project Management, R, Microservices, CI/CD, Blockchain, GCP, Python"
Flipkart,Supply Chain Analyst,"Solidity, SEM, Angular, Web3, GCP, Scrum, UX Research, SQL"
Qualcomm,QA Automation Engineer,"Web3, Scrum, R, Microservices, Power BI, Node.js"
EY,AI Research Scientist,"SEM, Azure, NLP, Node.js, UX Research, Power BI, HTML, Testing, SEO"
Swiggy,QA Automation Engineer,"HTML, SEM, Machine Learning, Automation, CSS, Agile, Scrum"
Qualcomm,Business Intelligence Analyst,"Web3, Python, AWS, SEM, CI/CD, Kubernetes, UX Research, CSS"
Barclays,Robotics Engineer,"NLP, Data Visualization, Linux, CSS, UX Research, Scrum, Web3"
BlackRock,Cybersecurity Analyst,"Node.js, GCP, Azure, HTML, Python"
Databricks,Data Scientist,"Selenium, NLP, Scrum, HTML, Risk Analysis, GCP, SEO"
Siemens,Quantitative Analyst,"NLP, CSS, C++, Figma, AWS, Ethical Hacking, Automation, Testing"
AMD,Customer Success Manager,"CSS, R, UI Design, Digital Marketing, Solidity, UX Research, Machine Learning, Selenium, Agile"
ServiceNow,Machine Learning Engineer,"Web3, UX Research, Selenium, Agile, Java, Angular, Cybersecurity, CI/CD"
Zoom,Risk Analyst,"Network Security, C++, Azure, SEO, NLP, React, GCP, Power BI"
Swiggy,Site Reliability Engineer,"Power BI, Project Management, Scrum, C++, Microservices"
Uber,Site Reliability Engineer,"Risk Analysis, Data Visualization, Solidity, Azure, Project Management"
SAP,Full Stack Developer,"SEO, Tableau, Project Management, CSS, React, Data Visualization, Azure, Selenium"
Palantir,Risk Analyst,"Azure, Solidity, Cybersecurity, SQL, Tableau, Microservices, Automation"
Swiggy,Machine Learning Engineer,"GCP, Azure, Solidity, Linux, React, UI Design, Web3"
PwC,Machine Learning Engineer,"UX Research, Angular, CSS, Web3, Financial Modeling, Network Security, C++, Linux, SQL, NLP"
Palantir,Embedded Systems Engineer,"Java, Angular, Digital Marketing, Python, SQL, Financial Modeling, Microservices"
Stripe,HR Analytics Specialist,"HTML, Tableau, R, Python, Deep Learning"
KPMG,Supply Chain Analyst,"Tableau, SEM, Web3, Blockchain, Docker, Power BI, UX Research, Data Visualization, Node.js"
JP Morgan Chase,Financial Analyst,"Python, Excel, Cybersecurity, Tableau, Selenium, Deep Learning"
Tesla,Cybersecurity Analyst,"Data Visualization, Java, Node.js, Selenium, Machine Learning, Excel, Microservices, Angular, Tableau, UI Design"
Honeywell,Full Stack Developer,"AWS, Docker, Power BI, CI/CD, CSS, Financial Modeling, React, Angular, Agile"
Swiggy,Financial Analyst,"UX Research, Financial Modeling, Digital Marketing, Figma, Java, Angular, Machine Learning, GCP"
3M,Risk Analyst,"Data Visualization, Risk Analysis, R, System Design, HTML, Azure, Blockchain"
Workday,UI/UX Designer,"Solidity, Figma, Microservices, SQL, Angular"
Stripe,Quantitative Analyst,"R, HTML, CSS, Microservices, Solidity, Azure, Project Management, Automation, Java"
Shopify,UI/UX Designer,"Automation, SQL, R, Scrum, Tableau, Power BI, Figma, Testing"
